INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
EAST MILLER COVE	TN-TNS-100048	Not Reported	21-Nov-16	Not Reported		Not Reported	1492	Not Reported	Not Reported	35.732	-83.809	Not Reported
EASTERN CHEROKEE COMPLEX	NC-ECA-000034	Human	21-Nov-16	02-Nov-16		North Carolina	756	95.0	25-Nov-16	35.447	-83.238	Jackson
RAVEN ROCK	VA-VAF-000255	Undetermined	21-Nov-16	02-Nov-16		Virginia	2402	95.0	30-Nov-16	37.182	-82.593	Wise
EADES HOLLOW	VA-VAS-16CR1121-1	Not Reported	21-Nov-16	Not Reported		Not Reported	500	Not Reported	Not Reported	37.783	-78.861	Not Reported
MOUNT PLEASANT	VA-VAF-160311	Undetermined	21-Nov-16	19-Nov-16		Virginia	2711	5.0	12-Dec-16	37.752	-79.184	Amherst
LOOKOUT MOUNTAIN	AL-ALS-201611094	Not Reported	21-Nov-16	Not Reported		Not Reported	2000	Not Reported	Not Reported	34.662	-85.553	Not Reported
KENTUCKY RIDGE	KY-KYS-000016	Human	21-Nov-16	07-Nov-16		Kentucky	1600	90.0	23-Nov-16	36.680	-83.851	Bell
BELLS ROAD	GA-GAS-040117	Undetermined	21-Nov-16	20-Nov-16		Georgia	1551	99.0	30-Nov-16	33.891	-85.352	Haralson
QUARRY CREEK	TN-CNF-000325	Undetermined	21-Nov-16	16-Nov-16		Tennessee	690	90.0	25-Nov-16	35.357	-84.271	Monroe
BOWLINGS CREEK	KY-KYS-16-3081	Not Reported	21-Nov-16	Not Reported		Not Reported	500	Not Reported	Not Reported	37.383	-83.459	Not Reported
N. CONVENTIONAL RANGE	FL-APQ-000004	Not Reported	21-Nov-16	Not Reported		Not Reported	540	Not Reported	Not Reported	27.701	-81.307	Not Reported
WALTERS RD	KY-KYS-16-3071	Not Reported	21-Nov-16	Not Reported		Not Reported	374	Not Reported	Not Reported	37.488	-82.488	Not Reported
FISH TRAP	KY-KYS-16-3076	Not Reported	21-Nov-16	Not Reported		Not Reported	356	Not Reported	Not Reported	37.461	-82.575	Not Reported
CLARK RD	KY-KYS-16-3078	Not Reported	21-Nov-16	Not Reported		Not Reported	300	Not Reported	Not Reported	37.502	-82.688	Not Reported
OAKWOOD 1	AR-FSR-0000002	Not Reported	21-Nov-16	Not Reported		Not Reported	290	Not Reported	Not Reported	33.055	-91.617	Not Reported
DEFEATED CREEK	KY-KYS-16-3079	Not Reported	21-Nov-16	Not Reported		Not Reported	200	Not Reported	Not Reported	37.033	-83.025	Not Reported
BIG POPLAR	TN-CNF-000336	Undetermined	21-Nov-16	18-Nov-16		Tennessee	157	95.0	25-Nov-16	35.128	-84.370	Polk
SUNNY RD	KY-KYS-16-3083	Not Reported	21-Nov-16	Not Reported		Not Reported	150	Not Reported	Not Reported	37.593	-82.849	Not Reported
WALLSEND	KY-KYS-16-3080	Not Reported	21-Nov-16	Not Reported		Not Reported	150	Not Reported	Not Reported	36.771	-83.706	Not Reported
HURRICANE CREEK	KY-KYS-16-3072	Not Reported	21-Nov-16	Not Reported		Not Reported	145	Not Reported	Not Reported	37.499	-82.112	Not Reported
2 MILE	NC-NCS-160056	Human	21-Nov-16	20-Nov-16		North Carolina	140	30.0	23-Nov-16	36.342	-81.503	Ashe
CHIMNEY ROCK	TN-BSP-016185	Undetermined	21-Nov-16	18-Nov-16		Tennessee	110	10.0	23-Nov-16	36.557	-84.659	Scott
EARL GRUBB HOLLOW	KY-KYS-16-3077	Not Reported	21-Nov-16	Not Reported		Not Reported	110	Not Reported	Not Reported	37.199	-83.813	Not Reported
PAUL LORD RD	GA-GAS-030117	Not Reported	21-Nov-16	Not Reported		Not Reported	193	Not Reported	Not Reported	32.698	-82.647	Not Reported
