INAME	INUM	CAUSE	REP_DATE	START_DATE	IMT_TYPE	STATE	AREA	P_CNT	EXP_CTN	LAT	LONG	COUNTY
HALF WAY	AL-ALF-160627	Human	15-Nov-16	13-Nov-16		Alabama	850	75.0	18-Nov-16	33.171	-86.117	Clay
MOWBRAY	TN-TNS-CD0022	Not Reported	15-Nov-16	Not Reported		Not Reported	830	Not Reported	Not Reported	35.275	-85.215	Not Reported
HWY 190	KY-KYS-003034	Human	15-Nov-16	02-Nov-16		Kentucky	800	80.0	15-Nov-16	36.738	-83.719	Bell
CLIFF TOPPS	TN-TNS-CD0023	Not Reported	15-Nov-16	Not Reported		Not Reported	735	Not Reported	Not Reported	35.222	-85.841	Not Reported
POE ROAD	TN-TNS-CD0024	Not Reported	15-Nov-16	Not Reported		Not Reported	707	Not Reported	Not Reported	35.275	-85.244	Not Reported
BULL CREEK 2	KY-KYS-16-3062	Not Reported	15-Nov-16	Not Reported		Not Reported	600	Not Reported	Not Reported	37.033	-83.846	Not Reported
WALTERS RD	KY-KYS-16-3071	Not Reported	16-Nov-16	Not Reported		Not Reported	374	Not Reported	Not Reported	37.488	-82.488	Not Reported
STILES	TN-TNS-ED0046	Not Reported	15-Nov-16	Not Reported		Not Reported	220	Not Reported	Not Reported	35.478	-84.275	Not Reported
PIGEONROOST	KY-KYS-16-3065	Not Reported	15-Nov-16	Not Reported		Not Reported	200	Not Reported	Not Reported	37.386	-82.680	Not Reported
HARLESS CREEK	KY-KYS-16-3066	Not Reported	15-Nov-16	Not Reported		Not Reported	144	Not Reported	Not Reported	37.372	-82.403	Not Reported
GRASSY KNOB	KY-KYS-16-3067	Not Reported	15-Nov-16	Not Reported		Not Reported	140	Not Reported	Not Reported	36.659	-82.403	Not Reported
SLOPE HOLLOW 2	KY-KYS-16-3068	Not Reported	15-Nov-16	Not Reported		Not Reported	130	Not Reported	Not Reported	36.954	-83.018	Not Reported
HOLLINS FORK	KY-KYS-16-3069	Not Reported	15-Nov-16	Not Reported		Not Reported	125	Not Reported	Not Reported	37.198	-83.467	Not Reported
COUCH	KY-DBF-016174	Not Reported	15-Nov-16	Not Reported		Not Reported	128	Not Reported	Not Reported	37.191	-83.465	Not Reported
WEST CHAPPARAL	VA-VAF-000282	Undetermined	15-Nov-16	11-Nov-16		Virginia	125	95.0	18-Nov-16	36.896	-82.568	Wise
SCUDDY 3	KY-KYS-16-3070	Not Reported	16-Nov-16	Not Reported		Not Reported	100	Not Reported	Not Reported	37.191	-83.078	Not Reported
OLD ROUGHY	NC-NCF-160319	Not Reported	15-Nov-16	Not Reported	2	Not Reported	657	Not Reported	Not Reported	35.371	-83.859	Not Reported
SHERWOOD	NY-NYS-000954	Not Reported	15-Nov-16	Not Reported		Not Reported	641	Not Reported	Not Reported	41.170	-74.100	Not Reported
TOM JONES MOUNTAIN	NY-NYS-000955	Not Reported	13-Nov-16	Not Reported		Not Reported	552	Not Reported	Not Reported	41.228	-74.141	Not Reported
COVERED BRIDGE	NH-WMF-000942	Undetermined	15-Nov-16	12-Nov-16		New Hampshire	329	100.0	16-Nov-16	44.005	-71.239	Carroll
EXPLOSION	SD-PRA-000262	Human	15-Nov-16	13-Nov-16		South Dakota	3070	100.0	16-Nov-16	43.331	-102.138	Shannon
